| hostname | job_id| fail_time           | category | reason | description                      | text     | jf_id   | nodes
| titan    |2594466| 2016-01-01 00:24:57 | software | system | Kernel Panic                     | swapper/14:  Fatal machine check on current CPU|1639611|c24-2c0s1n1
| titan    |2594466| 2016-01-01 00:24:57 | hardware | system | Machine Check Exception          | Node c5-2c0s3n2 Machine Check Exception Bank 0 Status be80001000000135|1639614|c5-2c0s3n2
| titan    |2591516| 2016-01-01 13:27:43 | hardware | system | GPU DBE                          | Node c24-0c2s3n3 GPU DBE on GPU|1639620|c24-0c2s3n3
| titan    |2591516| 2016-01-01 13:27:45 | software | system | GPU XID                          | Node c24-0c2s3n3 GPU Xid 62 PMU communication error|1639623|c24-0c2s3n3
| titan    |2591929| 2016-01-02 00:32:10 | hardware | system | GPU DPR                          | Node c6-7c2s5n1 GPU DPR on Page 00000000000f7830|1639626|c6-7c2s5n1
| titan    |2593815| 2016-01-03 08:57:52 | hardware | system | Machine Check Exception          | Node c4-1c0s4n3 Core 8 Machine Check Exception Bank 4 Status f300000200190127 Addr 0000000000000000 Socket 0|1639632|c4-1c0s4n3
| titan    |2601257| 2016-01-05 12:10:18 | software | system | GPU XID                          | Node c4-1c0s7n1 GPU Xid 13 Graphics Engine Exception|1640397|c4-1c0s7n1
| titan    |2601282| 2016-01-05 12:49:07 | software | system | GPU XID                          | Node c4-1c0s7n1 GPU Xid 13 Graphics Engine Exception|1641945|c4-1c0s7n1
| titan    |2601195| 2016-01-05 13:42:13 | hardware | system | Machine Check Exception          | Node c18-1c2s0n3 Core 0 Machine Check Exception Bank 4 Status fe282000ba080a13 Addr 00000001373f13e0 Socket 0|1643274|c18-1c2s0n3
| titan    |2592320| 2016-01-05 19:44:40 | software | system | GPU BUS                          | Node c22-1c2s2n1 GPU 0000:02:00.0 off the bus|1643283|c22-1c2s2n1
| titan    |2601310| 2016-01-07 00:27:49 | hardware | system | Machine Check Exception          | Node c3-2c2s7n0 Core 0 Machine Check Exception Bank 4 Status fe10200000080a13 Addr 0000000338186330 Socket 0|1643727|c3-2c2s7n0 c21-2c1s2n1
| titan    |2601375| 2016-01-07 10:30:11 | software | system | GPU XID                          | Node c24-4c2s6n1 GPU Xid 45 Preemptive cleanup, probably due to previous errors (DBE)|1643742|c24-4c2s6n1
| titan    |2601375| 2016-01-07 10:30:11 | hardware | system | GPU DBE                          | Node c24-4c2s6n1 GPU DBE on GPU|1643739|c24-4c2s6n1
| titan    |2601375| 2016-01-07 10:30:13 | hardware | system | GPU DPR                          | Node c24-4c2s6n1 GPU DPR on Page 0000000000064fa5|1643790|c24-4c2s6n1
| titan    |2603248| 2016-01-07 14:44:25 | hardware | system | Machine Check Exception          | Node c16-4c2s6n2 Core 0 Machine Check Exception Bank 4 Status f300000200190127 Addr 0000000000000000 Socket 0|1643814|c16-4c2s6n2
| titan    |2599436| 2016-01-08 16:11:17 | software | system | GPU BUS                          | Node c18-0c0s6n1 GPU 0000:02:00.0 off the bus|1645911|c18-0c0s6n1
| titan    |2604249| 2016-01-08 16:25:10 | software | system | GPU XID                          | Node c8-1c0s4n2 GPU Xid 13 Graphics Engine Exception|1645917|c8-1c0s4n2
| titan    |2604837| 2016-01-09 05:05:44 | hardware | system | Machine Check Exception          | Node c8-1c1s1n3 Core 8 Machine Check Exception Bank 4 Status fe1120006d080813 Addr 0000000756371fc0 Socket 0|1646046|c8-1c1s1n3
| titan    |2599983| 2016-01-09 20:08:48 | software | system | GPU XID                          | Node c19-0c2s7n0 GPU Xid 62 PMU communication error|1646127|c19-0c2s7n0
| titan    |2599983| 2016-01-09 20:08:48 | hardware | system | GPU DBE                          | Node c19-0c2s7n0 GPU DBE on GPU|1646124|c19-0c2s7n0
| titan    |2604454| 2016-01-12 04:40:53 | software | system | Kernel Panic                     | threshold_trigg:  Fatal exception|1646187|c11-6c2s2n2
| titan    |2604454| 2016-01-12 04:40:53 | hardware | system | Machine Check Exception          | Node c11-6c2s2n2 MCE Threshold CPU 8|1646184|c11-6c2s2n2
| titan    |2607373| 2016-01-12 18:34:03 | software | system | GPU XID                          | Node c11-6c2s3n0 GPU Xid 13 Graphics Engine Exception|1646268|c11-6c2s3n0
| titan    |2607380| 2016-01-12 19:03:46 | hardware | system | GPU DPR                          | Node c2-2c2s4n2 GPU DPR on Page 00000000000bf572|1646274|c2-2c2s4n2
| titan    |2607389| 2016-01-12 20:11:59 | software | system | GPU XID                          | Node c11-6c2s3n0 GPU Xid 13 Graphics Engine Exception|1646277|c11-6c2s3n0
| titan    |2607404| 2016-01-12 21:27:52 | software | system | GPU XID                          | Node c18-0c1s6n0 GPU Xid 13 Graphics Engine Exception|1646283|c18-0c1s6n0
| titan    |2607412| 2016-01-12 22:12:10 | software | system | GPU XID                          | Node c11-6c2s3n0 GPU Xid 13 Graphics Engine Exception|1646295|c11-6c2s3n0
| titan    |2606430| 2016-01-13 03:46:56 | software | system | GPU BUS                          | Node c19-2c2s0n1 GPU 0000:02:00.0 off the bus|1646562|c19-2c2s0n1
| titan    |2605926| 2016-01-14 04:13:20 | software | system | GPU XID                          | Node c1-2c1s7n1 GPU Xid 45 Preemptive cleanup, probably due to previous errors (DBE)|1647708|c1-2c1s7n1
| titan    |2605926| 2016-01-14 04:13:20 | hardware | system | GPU DBE                          | Node c1-2c1s7n1 GPU DBE on GPU|1647705|c1-2c1s7n1
| titan    |2608540| 2016-01-14 07:45:27 | hardware | system | GPU DPR                          | Node c13-2c2s0n2 GPU DPR on Page 000000000004311d|1648059|c13-2c2s0n2
| titan    |2608892| 2016-01-15 07:13:25 | software | system | Kernel Panic                     | kthreadd:  cray_oom_kill_task: killing invalid task|1648158|c13-2c2s0n2
| titan    |2608896| 2016-01-15 10:29:40 | software | system | Kernel Panic                     | kthreadd:  cray_oom_kill_task: killing invalid task|1648317|c13-2c2s0n2
| titan    |2607431| 2016-01-15 16:27:17 | software | system | Kernel Panic                     | kthreadd:  cray_oom_kill_task: killing invalid task|1648377|c13-2c2s0n2
| titan    |2608900| 2016-01-15 16:27:17 | software | system | Kernel Panic                     | kthreadd:  cray_oom_kill_task: killing invalid task|1648380|c13-2c2s0n2
| titan    |2610174| 2016-01-15 16:33:43 | software | system | GPU XID                          | Node c8-1c2s1n0 GPU Xid 43 GPU stopped processing|1648389|c8-1c2s1n0
| titan    |2610177| 2016-01-15 16:35:44 | software | system | GPU XID                          | Node c8-1c2s1n3 GPU Xid 43 GPU stopped processing|1648392|c8-1c2s1n3
| titan    |2610190| 2016-01-15 16:47:51 | software | system | GPU XID                          | Node c8-1c0s6n1 GPU Xid 43 GPU stopped processing|1648395|c8-1c0s6n1
| titan    |2610254| 2016-01-15 17:16:25 | software | system | GPU XID                          | Node c8-1c0s6n1 GPU Xid 43 GPU stopped processing|1648398|c8-1c0s6n1
| titan    |2610651| 2016-01-15 18:32:26 | software | system | GPU XID                          | Node c8-1c0s7n1 GPU Xid 43 GPU stopped processing|1648401|c8-1c0s7n1
| titan    |2610720| 2016-01-15 19:17:56 | software | system | GPU XID                          | Node c8-1c0s7n2 GPU Xid 43 GPU stopped processing|1648413|c8-1c0s7n2
| titan    |2593890| 2016-01-16 03:27:44 | software | system | GPU XID                          | Node c14-2c2s0n1 GPU Xid 45 Preemptive cleanup, probably due to previous errors (DBE)|1648725|c14-2c2s0n1
| titan    |2593890| 2016-01-16 03:27:44 | hardware | system | GPU DBE                          | Node c14-2c2s0n1 GPU DBE on GPU|1648752|c14-2c2s0n1
| titan    |2608587| 2016-01-16 16:10:01 | hardware | system | Machine Check Exception          | Node c24-5c1s1n2 MCE Threshold CPU 8|1648788|c24-5c1s1n2
| titan    |2608587| 2016-01-16 16:10:02 | software | system | Kernel Panic                     | threshold_trigg:  Fatal exception|1648791|c24-5c1s1n2
| titan    |2611398| 2016-01-16 18:20:12 | software | system | GPU XID                          | Node c17-0c1s7n1 GPU Xid 62 PMU communication error|1648797|c17-0c1s7n1
| titan    |2611398| 2016-01-16 18:20:12 | hardware | system | GPU DBE                          | Node c17-0c1s7n1 GPU DBE on GPU|1648794|c17-0c1s7n1
| titan    |2605929| 2016-01-16 19:48:12 | software | system | GPU XID                          | Node c19-1c2s5n0 GPU Xid 62 PMU communication error|1648803|c19-1c2s5n0
| titan    |2605929| 2016-01-16 19:48:12 | hardware | system | GPU DBE                          | Node c19-1c2s5n0 GPU DBE on GPU|1648800|c19-1c2s5n0
| titan    |2608928| 2016-01-16 21:16:49 | software | system | GPU XID                          | Node c21-6c2s2n0 GPU Xid 45 Preemptive cleanup, probably due to previous errors (DBE)|1648824|c21-6c2s2n0
| titan    |2608928| 2016-01-16 21:16:49 | hardware | system | GPU DBE                          | Node c21-6c2s2n0 GPU DBE on GPU|1648821|c21-6c2s2n0
| titan    |2608928| 2016-01-16 21:16:49 | hardware | system | GPU DPR                          | Node c21-6c2s2n0 GPU DPR on Page 0000000000010ea2|1648872|c21-6c2s2n0
| titan    |2609590| 2016-01-16 22:53:13 | software | system | GPU XID                          | Node c22-2c2s3n1 GPU Xid 62 PMU communication error|1648881|c22-2c2s3n1
| titan    |2609590| 2016-01-16 22:53:13 | hardware | system | GPU DBE                          | Node c22-2c2s3n1 GPU DBE on GPU|1648878|c22-2c2s3n1
| titan    |2611530| 2016-01-17 01:55:21 | software | system | GPU BUS                          | Node c20-1c2s2n2 GPU 0000:02:00.0 off the bus|1648977|c20-1c2s2n2
| titan    |2612479| 2016-01-17 17:52:00 | software | system | GPU XID                          | Node c21-0c2s6n0 GPU Xid 45 Preemptive cleanup, probably due to previous errors (DBE)|1649286|c21-0c2s6n0
| titan    |2612479| 2016-01-17 17:52:00 | hardware | system | GPU DBE                          | Node c21-0c2s6n0 GPU DBE on GPU|1649283|c21-0c2s6n0
| titan    |2612479| 2016-01-17 17:52:02 | hardware | system | GPU DPR                          | Node c21-0c2s6n0 GPU DPR on Page 0000000000021f03|1649334|c21-0c2s6n0
| titan    |2613035| 2016-01-18 20:20:00 | software | system | GPU XID                          | Node c3-2c1s3n1 GPU Xid 45 Preemptive cleanup, probably due to previous errors (DBE)|1649388|c3-2c1s3n1
| titan    |2613035| 2016-01-18 20:20:00 | hardware | system | GPU DBE                          | Node c3-2c1s3n1 GPU DBE on GPU|1649385|c3-2c1s3n1
| titan    |2613165| 2016-01-19 01:13:52 | software | system | GPU XID                          | Node c19-1c2s2n1 GPU Xid 45 Preemptive cleanup, probably due to previous errors (DBE)|1649445|c19-1c2s2n1
| titan    |2613165| 2016-01-19 01:13:52 | hardware | system | GPU DBE                          | Node c19-1c2s2n1 GPU DBE on GPU|1649442|c19-1c2s2n1
| titan    |2614290| 2016-01-19 05:53:39 | hardware | system | SXM Power Off                    | c4-7c1s7n0 SXM Power Off|1649496|c4-7c1s7n0
| titan    |2614290| 2016-01-19 05:54:02 | hardware | system | HT Lockup                        | Tue Jan 19 05:54:02 2016|1649502|c4-7c1s7n0
| titan    |2613164| 2016-01-19 14:44:10 | software | system | GPU XID                          | Node c1-1c2s4n1 GPU Xid 13 Graphics Engine Exception|1649511|c1-1c2s4n1
| titan    |2613295| 2016-01-20 22:53:43 | hardware | system | GPU DBE                          | Node c0-4c2s1n1 GPU DBE on GPU|1650813|c0-4c2s1n1
| titan    |2613295| 2016-01-20 22:53:49 | software | system | GPU XID                          | Node c0-4c2s1n1 GPU Xid 62 PMU communication error|1650816|c0-4c2s1n1
| titan    |2617566| 2016-01-21 11:35:16 | software | system | GPU XID                          | Node c8-3c1s5n0 GPU Xid 43 GPU stopped processing|1651038|c8-3c1s5n0
| titan    |2617728| 2016-01-21 13:42:33 | software | system | GPU XID                          | Node c6-1c2s4n3 GPU Xid 43 GPU stopped processing|1651059|c6-1c2s4n3
| titan    |2617866| 2016-01-21 15:41:06 | software | system | GPU XID                          | Node c2-7c2s1n3 GPU Xid 13 Graphics Engine Exception|1651092|c2-7c2s1n3
| titan    |2617937| 2016-01-21 15:54:45 | software | system | GPU XID                          | Node c6-1c0s1n0 GPU Xid 13 Graphics Engine Exception|1651107|c6-1c0s1n0
| titan    |2619895| 2016-01-23 10:27:51 | software | system | GPU XID                          | Node c10-2c0s6n1 GPU Xid 13 Graphics Engine Exception|1651386|c10-2c0s6n1
| titan    |2606752| 2016-01-23 12:58:05 | hardware | system | Machine Check Exception          | Node c12-6c0s1n2 Core 0 Machine Check Exception Bank 4 Status fe4ea10001080a13 Addr 000000036dec2fb0 Socket 0|1651557|c12-6c0s1n2
| titan    |2619994| 2016-01-23 14:46:19 | software | system | GPU XID                          | Node c2-1c0s5n0 GPU Xid 13 Graphics Engine Exception|1652124|c2-1c0s5n0
| titan    |2619515| 2016-01-24 01:48:01 | hardware | system | Machine Check Exception          | Node c24-3c2s7n3 Core 8 Machine Check Exception Bank 4 Status f300000600190127 Addr 0000000000000000 Socket 0|1653654|c19-5c0s6n2 c24-3c2s7n3 c21-6c1s4n3
| titan    |2619515| 2016-01-24 04:58:02 | software | system | GPU XID                          | Node c22-7c1s3n0 GPU Xid 45 Preemptive cleanup, probably due to previous errors (DBE)|1653684|c22-7c1s3n0
| titan    |2619515| 2016-01-24 04:58:02 | hardware | system | GPU DBE                          | Node c22-7c1s3n0 GPU DBE on GPU|1653681|c22-7c1s3n0
| titan    |2619515| 2016-01-24 04:58:02 | hardware | system | GPU DPR                          | Node c22-7c1s3n0 GPU DPR on Page 00000000000211ce|1654104|c22-7c1s3n0
| titan    |2620541| 2016-01-24 23:50:49 | software | system | GPU XID                          | Node c2-4c2s3n1 GPU Xid 13 Graphics Engine Exception|1654194|c2-4c2s3n1
| titan    |2621114| 2016-01-25 12:10:49 | software | system | GPU XID                          | Node c8-1c0s2n3 GPU Xid 43 GPU stopped processing|1654200|c8-1c0s2n3
| titan    |2616252| 2016-01-25 13:30:19 | hardware | system | GPU DPR                          | Node c0-4c1s2n2 GPU DPR on Page 00000000000571af|1654203|c0-4c1s2n2
| titan    |2620683| 2016-01-26 06:16:46 | software | system | GPU BUS                          | Node c22-6c1s4n1 GPU 0000:02:00.0 off the bus|1654848|c22-6c1s4n1
| titan    |2615949| 2016-01-27 01:46:02 | hardware | system | GPU DPR                          | Node c17-2c2s4n0 GPU DPR on Page 0000000000167795|1655847|c17-2c2s4n0
| titan    |2622868| 2016-01-27 08:33:36 | software | system | GPU BUS                          | Node c14-4c2s5n0 GPU 0000:02:00.0 off the bus|1655976|c14-4c2s5n0 c22-1c2s5n3
| titan    |2616029| 2016-01-28 05:23:08 | hardware | system | GPU DPR                          | Node c9-4c1s1n2 GPU DPR on Page 00000000000e1036|1656543|c9-4c1s1n2
| titan    |2625062| 2016-01-28 12:24:46 | software | system | GPU XID                          | Node c8-1c2s7n3 GPU Xid 43 GPU stopped processing|1656576|c8-1c2s7n3
| titan    |2625499| 2016-01-28 15:06:03 | software | system | GPU XID                          | Node c6-3c0s6n0 GPU Xid 13 Graphics Engine Exception|1657563|c2-3c0s2n3 c6-3c1s3n1 c8-3c0s3n2 c6-3c0s6n3 c8-3c0s3n3 c6-3c0s6n0 c2-3c0s1n3 c2-3c0s2n2
| titan    |2624222| 2016-01-28 18:42:53 | software | system | GPU XID                          | Node c13-7c2s3n3 GPU Xid 43 GPU stopped processing|1662105|c11-7c0s7n2 c11-3c1s7n3 c11-7c1s6n0 c11-1c0s1n3 c15-7c0s6n0 c15-5c2s2n1 c11-7c2s6n0 c9-5c1s6n2 c11-7c0s2n0 c15-1c2s4n0 c13-7c1s6n2 c9-1c1s0n2 c13-7c2s3n3 c11-3c2s4n1
| titan    |2618491| 2016-01-29 15:34:40 | software | system | Kernel Panic                     | threshold_trigg:  Fatal exception|1662423|c2-7c0s4n1
| titan    |2618491| 2016-01-29 15:34:40 | hardware | system | Machine Check Exception          | Node c2-7c0s4n1 MCE Threshold CPU 0|1662420|c2-7c0s4n1
| titan    |2606754| 2016-01-30 01:14:15 | software | system | Kernel Panic                     | threshold_trigg:  Fatal exception|1664175|c17-0c0s1n2
| titan    |2606754| 2016-01-30 01:14:15 | hardware | system | Machine Check Exception          | Node c17-0c0s1n2 MCE Threshold CPU 8|1664172|c17-0c0s1n2
| titan    |2628311| 2016-01-30 10:20:13 | software | system | GPU XID                          | Node c2-1c2s3n1 GPU Xid 43 GPU stopped processing|1664430|c2-1c2s3n1 c2-1c2s2n1 c2-1c2s3n0 c2-1c2s2n0
| titan    |2625441| 2016-01-31 00:47:09 | software | system | GPU XID                          | Node c2-4c0s3n3 GPU Xid 13 Graphics Engine Exception|1664703|c2-4c0s3n3 c8-4c0s2n1
| titan    |2627548| 2016-01-31 02:26:40 | hardware | system | Machine Check Exception          | Node c12-7c0s0n2 Core 8 Machine Check Exception Bank 4 Status f300000600190127 Addr 0000000000000000 Socket 0|1664886|c12-7c0s0n2
| titan    |2629112| 2016-02-01 03:41:11 | software | system | GPU XID                          | Node c13-6c2s5n1 GPU Xid 62 PMU communication error|1675794|c13-6c2s5n1
| titan    |2629112| 2016-02-01 03:41:11 | hardware | system | GPU DBE                          | Node c13-6c2s5n1 GPU DBE on GPU|1675791|c13-6c2s5n1
| titan    |2623850| 2016-02-01 07:54:22 | hardware | system | Machine Check Exception          | Node c0-7c0s1n3 Core 0 Machine Check Exception Bank 4 Status f300000000190127 Addr 0000000000000000 Socket 0|1675830|c0-7c0s1n3
| titan    |2629414| 2016-02-01 10:10:57 | software | system | GPU XID                          | Node c8-1c0s2n1 GPU Xid 43 GPU stopped processing|1675884|c2-1c1s7n2 c8-1c0s2n1 c2-1c1s7n0 c2-1c1s6n0 c6-1c0s5n3
| titan    |2629522| 2016-02-01 11:40:57 | software | system | GPU XID                          | Node c8-1c1s4n2 GPU Xid 43 GPU stopped processing|1675965|c8-1c1s4n2 c6-1c1s4n3
| titan    |2629524| 2016-02-01 12:33:59 | software | system | Kernel Panic                     | threshold_trigg:  Fatal exception|1676016|c0-5c2s0n0
| titan    |2629524| 2016-02-01 12:33:59 | hardware | system | Machine Check Exception          | Node c0-5c2s0n0 MCE Threshold CPU 0|1676013|c0-5c2s0n0
| titan    |2629618| 2016-02-01 13:17:38 | software | system | GPU XID                          | Node c5-3c1s4n1 GPU Xid 43 GPU stopped processing|1676031|c3-3c1s4n2 c5-3c1s4n3 c5-3c1s4n2 c5-3c1s4n1
| titan    |2630464| 2016-02-02 11:02:04 | software | system | GPU XID                          | Node c8-1c2s2n1 GPU Xid 62 PMU communication error|1680501|c8-1c2s2n1
| titan    |2630464| 2016-02-02 11:02:04 | hardware | system | GPU DBE                          | Node c8-1c2s2n1 GPU DBE on GPU|1680498|c8-1c2s2n1
| titan    |2629585| 2016-02-03 02:50:21 | software | system | GPU XID                          | Node c11-0c2s5n0 GPU Xid 62 PMU communication error|1680567|c11-0c2s5n0
| titan    |2629585| 2016-02-03 02:50:21 | hardware | system | GPU DBE                          | Node c11-0c2s5n0 GPU DBE on GPU|1680561|c11-0c2s5n0
| titan    |2632394| 2016-02-03 21:01:23 | software | system | GPU XID                          | Node c19-0c2s7n1 GPU Xid 45 Preemptive cleanup, probably due to previous errors (DBE)|1680666|c19-0c2s7n1
| titan    |2632394| 2016-02-03 21:01:23 | hardware | system | GPU DBE                          | Node c19-0c2s7n1 GPU DBE on GPU|1680663|c19-0c2s7n1
| titan    |2632146| 2016-02-04 19:51:58 | software | system | GPU XID                          | Node c21-1c2s2n1 GPU Xid 62 PMU communication error|1680777|c21-1c2s2n1
| titan    |2632146| 2016-02-04 19:51:58 | hardware | system | GPU DBE                          | Node c21-1c2s2n1 GPU DBE on GPU|1680774|c21-1c2s2n1
| titan    |2633223| 2016-02-08 04:42:45 | software | system | GPU XID                          | Node c22-1c2s2n3 GPU Xid 45 Preemptive cleanup, probably due to previous errors (DBE)|1680930|c18-0c2s4n3 c22-1c2s2n3
| titan    |2633223| 2016-02-08 04:42:45 | hardware | system | GPU DBE                          | Node c22-1c2s2n3 GPU DBE on GPU|1680927|c18-0c2s4n3 c22-1c2s2n3
| titan    |2633223| 2016-02-08 04:42:45 | hardware | system | GPU DPR                          | Node c22-1c2s2n3 GPU DPR on Page 0000000000167772|1681125|c18-0c2s4n3 c22-1c2s2n3
| titan    |2633223| 2016-02-08 12:22:50 | software | system | GPU BUS                          | Node c20-3c2s4n1 GPU 0000:02:00.0 off the bus|1681671|c22-7c2s6n2 c22-1c1s6n0 c18-0c2s4n3 c14-0c2s2n1 c20-3c2s4n1
| titan    |2627901| 2016-02-09 01:00:55 | software | system | Kernel Panic                     | threshold_trigg:  Fatal exception|1682037|c21-1c2s2n2
| titan    |2627901| 2016-02-09 01:00:55 | hardware | system | Machine Check Exception          | Node c21-1c2s2n2 MCE Threshold CPU 0|1682034|c21-1c2s2n2
| titan    |2633101| 2016-02-09 01:01:40 | software | system | GPU XID                          | Node c21-6c2s2n0 GPU Xid 45 Preemptive cleanup, probably due to previous errors (DBE)|1682043|c21-6c2s2n0
| titan    |2633101| 2016-02-09 01:01:40 | hardware | system | GPU DBE                          | Node c21-6c2s2n0 GPU DBE on GPU|1682040|c21-6c2s2n0
| titan    |2627901| 2016-02-09 01:41:26 | software | system | GPU XID                          | Node c21-7c1s5n0 GPU Xid 62 PMU communication error|1682094|c21-7c1s5n0
| titan    |2627901| 2016-02-09 01:41:26 | hardware | system | GPU DBE                          | Node c21-7c1s5n0 GPU DBE on GPU|1682091|c21-7c1s5n0
| titan    |2635057| 2016-02-09 11:57:35 | hardware | system | Machine Check Exception          | Node c12-1c2s5n2 Core 0 Machine Check Exception Bank 4 Status f300000000190127 Addr 0000000000000000 Socket 0|1682112|c12-1c2s5n2
| titan    |2635568| 2016-02-09 12:07:00 | hardware | system | Machine Check Exception          | Node c10-3c2s5n3 Core 0 Machine Check Exception Bank 4 Status fe2e200002080813 Addr 00000003fa2002b0 Socket 0|1682118|c10-3c2s5n3
| titan    |2632527| 2016-02-09 13:53:28 | software | system | GPU XID                          | Node c5-0c1s7n1 GPU Xid 62 PMU communication error|1682127|c5-0c1s7n1
| titan    |2632527| 2016-02-09 13:53:28 | hardware | system | GPU DBE                          | Node c5-0c1s7n1 GPU DBE on GPU|1682124|c5-0c1s7n1
| titan    |2634532| 2016-02-09 14:45:44 | software | system | GPU XID                          | Node c17-0c1s7n1 GPU Xid 45 Preemptive cleanup, probably due to previous errors (DBE)|1683036|c17-0c1s7n1
| titan    |2634532| 2016-02-09 14:45:44 | hardware | system | GPU DBE                          | Node c17-0c1s7n1 GPU DBE on GPU|1683033|c17-0c1s7n1
| titan    |2634532| 2016-02-09 14:45:49 | hardware | system | GPU DPR                          | Node c17-0c1s7n1 GPU DPR on Page 0000000000014478|1683084|c17-0c1s7n1
| titan    |2636414| 2016-02-09 15:45:23 | hardware | system | GPU DBE                          | Node c11-3c1s3n1 GPU DBE on GPU|1683885|c11-3c1s3n1
| titan    |2636414| 2016-02-09 15:45:29 | software | system | GPU XID                          | Node c11-3c1s3n1 GPU Xid 62 PMU communication error|1683888|c11-3c1s3n1
| titan    |2635585| 2016-02-10 07:40:08 | hardware | system | Machine Check Exception          | Node c20-1c2s2n1 Core 8 Machine Check Exception Bank 4 Status f300000000190127 Addr 0000000000000000 Socket 0|1684029|c18-7c2s1n2 c20-1c2s2n1 c21-1c2s7n1
| titan    |2632843| 2016-02-10 17:33:26 | software | system | GPU BUS                          | Node c20-3c1s4n1 GPU 0000:02:00.0 off the bus|1684146|c20-3c1s4n1
| titan    |2630648| 2016-02-11 08:20:40 | hardware | system | GPU DPR                          | Node c4-2c2s0n0 GPU DPR on Page 000000000000eae6|1684197|c4-2c2s0n0
| titan    |2627144| 2016-02-11 11:37:35 | software | system | GPU XID                          | Node c5-1c2s1n0 GPU Xid 45 Preemptive cleanup, probably due to previous errors (DBE)|1684212|c5-1c2s1n0
| titan    |2627144| 2016-02-11 11:37:35 | hardware | system | GPU DBE                          | Node c5-1c2s1n0 GPU DBE on GPU|1684209|c5-1c2s1n0
| titan    |2638435| 2016-02-11 12:58:39 | software | system | GPU XID                          | Node c8-1c0s5n3 GPU Xid 43 GPU stopped processing|1686018|c8-1c0s5n3
| titan    |2639867| 2016-02-11 12:58:39 | software | system | GPU XID                          | Node c8-1c0s5n3 GPU Xid 43 GPU stopped processing|1686021|c8-1c0s5n3
| titan    |2639885| 2016-02-12 00:05:33 | hardware | system | Machine Check Exception          | Node c23-7c0s6n1 Core 0 Machine Check Exception Bank 4 Status fe0420005d080a13 Addr 00000001d0f66c60 Socket 0|1686402|c23-7c0s6n1
| titan    |2640653| 2016-02-12 02:06:23 | software | system | Kernel Panic                     | hmc_19_1_16:  Fatal machine check on current CPU|1686417|c23-7c0s6n1
| titan    |2640653| 2016-02-12 02:06:23 | hardware | system | Machine Check Exception          | Node c2-1c2s3n2 Machine Check Exception Bank 4 Status ba00008000010c0f|1686435|c2-1c2s3n2
| titan    |2640653| 2016-02-12 02:06:31 | hardware | system | SXM Power Off                    | c2-1c2s3n2 SXM Power Off|1686420|c2-1c2s3n2
| titan    |2641802| 2016-02-12 13:17:26 | software | system | GPU XID                          | Node c2-6c0s2n0 GPU Xid 43 GPU stopped processing|1686588|c4-6c0s1n2 c6-5c0s0n2 c2-6c0s2n0 c4-6c0s1n1 c4-5c0s0n3 c2-6c0s1n1 c4-6c0s1n0 c6-5c0s0n1 c4-5c0s0n0 c2-6c0s1n3 c4-5c0s0n1 c2-6c0s3n0 c2-6c0s2n1 c2-6c0s1n2 c4-6c0s1n3 c4-5c1s6n2 c4-5c0s4n3 c6-3c1s0n3 c4-5c0s0n2 c2-6c0s1n0 c6-5c0s0n0 c6-5c0s0n3
| titan    |2641815| 2016-02-12 13:23:28 | software | system | GPU XID                          | Node c6-5c0s0n0 GPU Xid 43 GPU stopped processing|1686654|c2-6c0s7n3 c2-7c0s6n1 c2-6c0s6n0 c4-6c0s1n1 c8-3c1s0n3 c8-5c1s6n1 c4-6c0s1n0 c2-7c0s7n2 c4-5c0s0n0 c2-5c0s0n2 c2-6c0s2n3 c4-5c0s0n1 c8-3c1s0n2 c4-7c0s6n2 c2-6c0s6n3 c2-6c0s2n1 c2-6c0s1n2 c2-7c0s5n2 c2-7c0s6n3 c4-5c1s6n2 c2-6c0s6n1 c8-5c1s0n3 c8-5c1s7n2 c2-6c0s7n0 c6-5c0s0n0 c8-5c1s6n3 c8-3c1s1n2 c2-7c0s7n0 c6-5c0s0n3 c6-3c1s0n3 c8-5c0s4n3 c8-5c1s7n1 c6-5c0s0n2 c2-7c0s6n0 c4-7c0s5n3 c6-5c0s0n1 c2-7c0s6n2 c2-6c0s1n3 c6-5c1s6n0 c4-7c0s6n0 c4-7c0s6n1 c8-5c1s6n0 c4-6c0s1n3 c8-3c1s1n3 c2-6c0s7n2 c8-5c1s6n2 c8-5c1s1n2 c2-7c0s7n1 c2-6c0s1n0 c4-5c0s0n2 c2-6c0s1n1 c2-6c0s7n1 c4-5c0s4n3 c4-6c0s7n2 c4-5c0s0n3 c8-5c1s7n3
| titan    |2639885| 2016-02-12 14:21:31 | software | system | GPU XID                          | Node c19-0c1s6n1 GPU Xid 45 Preemptive cleanup, probably due to previous errors (DBE)|1686825|c9-1c2s6n2 c19-0c1s6n1
| titan    |2639885| 2016-02-12 14:21:31 | hardware | system | GPU DBE                          | Node c19-0c1s6n1 GPU DBE on GPU|1686822|c9-1c2s6n2 c19-0c1s6n1
| titan    |2639885| 2016-02-12 14:21:38 | software | system | GPU BUS                          | Node c19-0c1s6n1 GPU 0000:02:00.0 off the bus|1686921|c19-0c1s6n1
| titan    |2629198| 2016-02-13 09:25:55 | software | system | GPU XID                          | Node c16-0c2s5n1 GPU Xid 45 Preemptive cleanup, probably due to previous errors (DBE)|1689198|c16-0c2s5n1
